ID,str_name,str_surname,str_influencer_key,str_youtube
INFL185,Holly Boon ,Holly Boon ,INFL185,https://www.youtube.com/watch?v=wsoIS-lVYZw
INFL186,Paige Secosky,Paige Secosky,INFL186,https://www.youtube.com/watch?v=IAJj7dwdLKs
INFL187,Flossy Nubian,Flossy Nubian,INFL187,https://www.youtube.com/watch?v=vNljrN5uhJw
INFL187,Flossy Nubian,Flossy Nubian,INFL187,https://www.youtube.com/watch?v=bxWdyb1OzGg
INFL189,Pretty1234me ,Pretty1234me ,INFL189,https://www.youtube.com/watch?v=5zu-3mUb368
INFL190,Sabrina Dolcy ,Sabrina Dolcy ,INFL190,https://www.youtube.com/watch?v=JGGKdJdNOcg
INFL191,Nikes Canvas ,Nikes Canvas ,INFL191,https://www.youtube.com/watch?v=ukre1iI_Ofc
INFL192,Melissa Merk,Melissa Merk,INFL192,https://www.youtube.com/watch?v=MbB3V-l1__U
INFL115,Conagh Kathleen,Conagh Kathleen,INFL115,https://www.youtube.com/watch?v=WSHjq1ltR-4
INFL194,Sara K ,Sara K ,INFL194,https://www.youtube.com/watch?v=2egn3ZHnB4c&t=4s
INFL195,XO Lizah Beauty,XO Lizah Beauty,INFL195,https://www.youtube.com/watch?v=IVLEQCf1ibk
INFL196,Tiana Cosmetics ,Tiana Cosmetics ,INFL196,https://www.youtube.com/watch?v=eSWPHajD5YU
INFL197,GiGiBeauty,GiGiBeauty,INFL197,https://www.youtube.com/watch?v=BFsOSR7lT7k
INFL138,ShannyStephens,ShannyStephens,INFL138,https://www.youtube.com/watch?v=ZYhEIyZ5PeE
INFL199,MakeupShayla,MakeupShayla,INFL199,https://www.youtube.com/watch?v=BaEI1hLV5qo
INFL200,Ashley Liani,Ashley Liani,INFL200,https://www.youtube.com/watch?v=oU69U0bmfCg
INFL057,Jackie Aina,Jackie Aina,INFL057,https://www.youtube.com/watch?v=_Ct6cY56Tc4
INFL022,MakeupTiffanyJ,MakeupTiffanyJ,INFL022,https://www.youtube.com/watch?v=sUELihmz6OE
INFL203,Jordan Lipscombe,Jordan Lipscombe,INFL203,https://www.youtube.com/watch?v=OFJ_kQ-vBgE
INFL204,Danica Theobald,Danica Theobald,INFL204,https://www.youtube.com/watch?v=WKobg-vrh3k
INFL205,Kenya Aisha,Kenya Aisha,INFL205,https://www.youtube.com/watch?v=I__KKygmZK8
INFL206,Chloe Morton,Chloe Morton,INFL206,https://www.youtube.com/watch?v=WvEepJ3zHP0
INFL207,FlossyNubian,FlossyNubian,INFL207,https://www.youtube.com/watch?v=vNljrN5uhJw
INFL208,MikeyaOnly,MikeyaOnly,INFL208,https://www.youtube.com/watch?v=k4UR6ayefLw
INFL107,Leyla Rose,Leyla Rose,INFL107,https://www.youtube.com/watch?v=RwOwCc_r7PA
INFL210,CocoLili,CocoLili,INFL210,https://www.youtube.com/watch?v=4LZaIvqcE3o
INFL100,James Charles,James Charles,INFL100,https://www.youtube.com/watch?v=4ebAWr3L1M4
INFL212,Snitchery,Snitchery,INFL212,https://www.youtube.com/watch?v=moD8VOTBC10
INFL213,xobrendababe,xobrendababe,INFL213,https://www.youtube.com/watch?v=8fk95zFq5fQ
INFL117,Roxette Arisa,Roxette Arisa,INFL117,https://www.youtube.com/watch?v=yDi9MN5wLXk
INFL097,Melly Sanchez,Melly Sanchez,INFL097,https://www.youtube.com/watch?v=gdA8nNPUyKM
INFL216,MorphineLovesMakeup,MorphineLovesMakeup,INFL216,https://www.youtube.com/watch?v=uOQpXDjaSRw
INFL217,Kasey Rayton,Kasey Rayton,INFL217,https://www.youtube.com/watch?v=-UoyjzbBm4U
INFL002,Lauren Curtis,Lauren Curtis,INFL002,https://www.youtube.com/watch?v=cRWTH3yZG8o
INFL219,BelleJorden,BelleJorden,INFL219,https://www.youtube.com/watch?v=rck_DGg2JRs
INFL220,Ashley Wagner,Ashley Wagner,INFL220,https://www.youtube.com/watch?v=nmuU2qRuOG0
INFL041,Carli Bybel,Carli Bybel,INFL041,https://www.youtube.com/watch?v=JDAH1dIezp4
INFL222,NikkieTutorial,NikkieTutorial,INFL222,https://www.youtube.com/watch?v=WZhRNjcoHvY
INFL223,Gemma Isabella,Gemma Isabella,INFL223,https://www.youtube.com/watch?v=6tkyW4Wvywo
INFL071,ChristiJae,ChristiJae,INFL071,https://www.youtube.com/watch?v=vvWyc7HPNxk
INFL102,NikkieTutorials,NikkieTutorials,INFL102,https://www.youtube.com/watch?v=KMnQFCloJoQ
INFL226,Madi Bernard,Madi Bernard,INFL226,https://www.youtube.com/watch?v=h5_YC-TBCQ8
INFL144,Samantha Ravndahl,Samantha Ravndahl,INFL144,https://www.youtube.com/watch?v=h9fqgarR974
INFL228,Kristina Wilde,Kristina Wilde,INFL228,https://www.youtube.com/watch?v=Hfv8krpvLk8
INFL100,James Charles,James Charles,INFL100,https://www.youtube.com/watch?v=-mJE7aWT50Q
INFL230,Kymberli Brenzell,Kymberli Brenzell,INFL230,https://www.youtube.com/watch?v=_yipvLBmYmE
INFL011,Teni Panosian,Teni Panosian,INFL011,https://www.youtube.com/watch?v=I104Fof_Kwo
INFL232,Holly Boon,Holly Boon,INFL232,https://www.youtube.com/watch?v=foFAURlppvc
INFL233,Katie Snooks,Katie Snooks,INFL233,https://www.youtube.com/watch?v=4VPx3FXIUpg
INFL115,Conagh Kathleen,Conagh Kathleen,INFL115,https://www.youtube.com/watch?v=QJyXr0RtOcg
INFL007,Amanda Ensing,Amanda Ensing,INFL007,https://www.youtube.com/watch?v=HWnCM-IlnDo
INFL236,Stephanie Lange,Stephanie Lange,INFL236,https://www.youtube.com/watch?v=SpbNMKXU93k
INFL237,Symphani Soto,Symphani Soto,INFL237,https://www.youtube.com/watch?v=GlonDtTbcbQ
INFL177,Symphani Soto ,Symphani Soto ,INFL177,https://www.youtube.com/watch?v=3RlTvJIU3-c
INFL002,Lauren Curtis,Lauren Curtis,INFL002,https://www.youtube.com/watch?v=QS2TKChForM
INFL240,PinUpDollAshleyMarie,PinUpDollAshleyMarie,INFL240,https://www.youtube.com/watch?v=oiVUJbiGXHw
INFL241,Charlotte Tilbury,Charlotte Tilbury,INFL241,https://www.youtube.com/watch?v=O4P5VkpdtEY
INFL242,Shaaanxo,Shaaanxo,INFL242,https://www.youtube.com/watch?v=tk6x31AMjiI
INFL243,Still GlamorUs,Still GlamorUs,INFL243,https://www.youtube.com/watch?v=YyAvK8ptS-Q
INFL244,My Pale Skin ,My Pale Skin ,INFL244,https://www.youtube.com/watch?v=UfLH784AnzA
INFL003,thataylaa,thataylaa,INFL003,https://www.youtube.com/watch?v=t0oSlUsC4cs
INFL246,SweetheartFrosty,SweetheartFrosty,INFL246,https://www.youtube.com/watch?v=Rn0Ma7hWBUY
INFL247,Taylor Emmeren,Taylor Emmeren,INFL247,https://www.youtube.com/watch?v=kQy1pFyE7yY
INFL248,Audrey Victoria ,Audrey Victoria ,INFL248,https://www.youtube.com/watch?v=DJQ2H0YuLGg
INFL249,Make up with Jah,Make up with Jah,INFL249,https://www.youtube.com/watch?v=BhqpV8E5DZw
INFL250,Bella Fiori,Bella Fiori,INFL250,https://www.youtube.com/watch?v=1mktgpPY_JE
INFL251,FreeBornNoble ,FreeBornNoble ,INFL251,https://www.youtube.com/watch?v=4wGDlUBuSs4
INFL252,Beauty Hauljj,Beauty Hauljj,INFL252,https://www.youtube.com/watch?v=pjo_a4bG7Qg
INFL253,Esther Kuria,Esther Kuria,INFL253,https://www.youtube.com/watch?v=Gp77n1lF8Ec
INFL021,Toni Olaoye,Toni Olaoye,INFL021,https://www.youtube.com/watch?v=-LOIL5m225A
INFL255,Destiny Taylor xo,Destiny Taylor xo,INFL255,https://www.youtube.com/watch?v=Atmuyr_Fgs8
INFL256,SouthernSophis,SouthernSophis,INFL256,https://www.youtube.com/watch?v=-y-amYb_laE
INFL089,Ronkeraji,Ronkeraji,INFL089,https://www.youtube.com/watch?v=zdd_SJxrKxY
INFL232,Holly Boon,Holly Boon,INFL232,https://www.youtube.com/watch?v=3hrznYRTB4s
INFL054,My Pale Skin,My Pale Skin,INFL054,https://www.youtube.com/watch?v=oKeOPzTqrJ4
INFL260,Sarahy Delarosa,Sarahy Delarosa,INFL260,https://www.youtube.com/watch?v=z60i-2MV5rU
INFL261,Chloe Morton ,Chloe Morton ,INFL261,https://www.youtube.com/watch?v=RBJRENPr6bI
INFL262,Lizzie Loves,Lizzie Loves,INFL262,https://www.youtube.com/watch?v=tWzoEU8GhJw
INFL263,Irania Rivera,Irania Rivera,INFL263,https://www.youtube.com/watch?v=G9rR4moJ9do
INFL264,Nellie Robert,Nellie Robert,INFL264,https://www.youtube.com/watch?v=aU7dmwbrO28
INFL265,Emma Fleming ,Emma Fleming ,INFL265,https://www.youtube.com/watch?v=UpZb8IZfqd4
INFL266,NikkieTutorials ,NikkieTutorials ,INFL266,https://www.youtube.com/watch?v=WU67VUUG3vM
INFL082,Princess Bellaaa,Princess Bellaaa,INFL082,https://www.youtube.com/watch?v=tikD4DDe2XQ
INFL268,MsPrincessMarie,MsPrincessMarie,INFL268,https://www.youtube.com/watch?v=oOkw_LZZfkg
INFL269,ITSPEACHESDOTCOM,ITSPEACHESDOTCOM,INFL269,https://www.youtube.com/watch?v=2jeA5bLog2Q
INFL023,DestinyLashaeMakeup,DestinyLashaeMakeup,INFL023,https://www.youtube.com/watch?v=uHHFpptIABI
INFL271,Kemi Akintunde,Kemi Akintunde,INFL271,https://www.youtube.com/watch?v=xg2ijY6AgZA
INFL207,FlossyNubian,FlossyNubian,INFL207,https://www.youtube.com/watch?v=EYTbc0C5FcU
INFL273,OmabelleTV,OmabelleTV,INFL273,https://www.youtube.com/watch?v=60fdqU0x8n4
INFL274,Lillian Dare ,Lillian Dare ,INFL274,https://www.youtube.com/watch?v=2F4f0t-YSBQ
INFL275,Pretty1234me,Pretty1234me,INFL275,https://www.youtube.com/watch?v=szLzB8Gnuzk
INFL276,lovefromtey,lovefromtey,INFL276,https://www.youtube.com/watch?v=dKtEoPxSybg
INFL277,Bola Ogunbayode,Bola Ogunbayode,INFL277,https://www.youtube.com/watch?v=ued8lGddBHA
,,,,
,,,,
INFL213,xobrendababe,xobrendababe,INFL213,https://www.youtube.com/watch?v=I7VJ6aNeYDc
INFL279,Lisa Eldridge,Lisa Eldridge,INFL279,https://www.youtube.com/watch?v=1okIEzIFAvI
INFL059,BeautyByBemi,BeautyByBemi,INFL059,https://www.youtube.com/watch?v=L_2YGZOcg8w
INFL007,Amanda Ensing,Amanda Ensing,INFL007,https://www.youtube.com/watch?v=F5uPcLBoHF4
INFL055,Desi Perkins,Desi Perkins,INFL055,https://www.youtube.com/watch?v=WWYOLMWNG2A
INFL014,Jayde Pierce,Jayde Pierce,INFL014,https://www.youtube.com/watch?v=zrQDeEnOTfk
INFL284,Jackie Wyers,Jackie Wyers,INFL284,https://www.youtube.com/watch?v=cb-UhApqsWs
INFL241,Charlotte Tilbury,Charlotte Tilbury,INFL241,https://www.youtube.com/watch?v=J-f7fw7bBhY
INFL286,Irene Khan,Irene Khan,INFL286,https://www.youtube.com/watch?v=Grfu5eP0mRI
INFL287,Juvenalia,Juvenalia,INFL287,https://www.youtube.com/watch?v=u3cVvRn_TZw
INFL288,Savannah Sylver,Savannah Sylver,INFL288,https://www.youtube.com/watch?v=phn5LtpNnJo
INFL207,FlossyNubian,FlossyNubian,INFL207,https://www.youtube.com/watch?v=WWWpBib6tAk
INFL279,Lisa Eldridge,Lisa Eldridge,INFL279,https://www.youtube.com/watch?v=hhia5M6iQb8
INFL068,Heidi Hamoud,Heidi Hamoud,INFL068,https://www.youtube.com/watch?v=QDgyU3mG-34
INFL292,Jaclyn Hill,Jaclyn Hill,INFL292,https://www.youtube.com/watch?v=nzySF6BGI4U
INFL293,Emi Laura,Emi Laura,INFL293,https://www.youtube.com/watch?v=kz9VQCxv2KU
INFL023,DestinyLashaeMakeup,DestinyLashaeMakeup,INFL023,https://www.youtube.com/watch?v=Ajg6MXFI3Sk
INFL295,Jesenia Chaveria,Jesenia Chaveria,INFL295,https://www.youtube.com/watch?v=jOfaJTlIA54
INFL296,MsRoshPosh,MsRoshPosh,INFL296,https://www.youtube.com/watch?v=s0j0LVS991g
INFL089,Ronkeraji,Ronkeraji,INFL089,https://www.youtube.com/watch?v=vzNbw9xcpLE
INFL298,Christina Di'Amore,Christina Di'Amore,INFL298,https://www.youtube.com/watch?v=YZmmyvbRJeE
INFL299,Arna Alayne,Arna Alayne,INFL299,https://www.youtube.com/watch?v=n76wY7Xrolw
INFL300,Michelle Crossan,Michelle Crossan,INFL300,https://www.youtube.com/watch?v=YUE-1OZ8I0g
INFL047,Sabina Hannan,Sabina Hannan,INFL047,https://www.youtube.com/watch?v=kN1AaKKloIY
INFL054,My Pale Skin,My Pale Skin,INFL054,https://www.youtube.com/watch?v=Da1VDgcq4T8
INFL292,Jaclyn Hill,Jaclyn Hill,INFL292,https://www.youtube.com/watch?v=p_hRtFNa2pg
INFL003,Thataylaa,Thataylaa,INFL003,https://www.youtube.com/watch?v=hTV6aGs3mhI
INFL264,Nellie Robert,Nellie Robert,INFL264,https://www.youtube.com/watch?v=9DPk0yc4oSE
INFL306,Omabelle TV,Omabelle TV,INFL306,https://www.youtube.com/watch?v=20uL7rEHXKk
INFL307,Briana Marie,Briana Marie,INFL307,https://www.youtube.com/watch?v=m4loATfyzzk
INFL308,DashOfBeauty,DashOfBeauty,INFL308,https://www.youtube.com/watch?v=wLzk91XSLg8
INFL309,JackyOhhh,JackyOhhh,INFL309,https://www.youtube.com/watch?v=yaBzutBEkV0
INFL242,Shaaanxo,Shaaanxo,INFL242,https://www.youtube.com/watch?v=EaWtbF1pZiM
INFL002,Lauren Curtis,Lauren Curtis,INFL002,https://www.youtube.com/watch?v=BLWhYqCk2QQ
INFL312,Life Made Fierce,Life Made Fierce,INFL312,https://www.youtube.com/watch?v=sbbJw3dGqO0
INFL051,Jamie Genevieve,Jamie Genevieve,INFL051,https://www.youtube.com/watch?v=s_i_J3hT_r0
INFL314,Jarnah McMillan,Jarnah McMillan,INFL314,https://www.youtube.com/watch?v=hvMuMREkW78
INFL315,Amy-Rose Walker,Amy-Rose Walker,INFL315,https://www.youtube.com/watch?v=tF8utDLS5ps
INFL316,JadeyWadey180,JadeyWadey180,INFL316,https://www.youtube.com/watch?v=Iz1L30fpwZ0
INFL009,Kaushal Beauty,Kaushal Beauty,INFL009,https://www.youtube.com/watch?v=Vry4tlmxS94&t=2s
INFL318,Kayleigh Noelle,Kayleigh Noelle,INFL318,https://www.youtube.com/watch?v=Eq4SI5XiKyY
INFL319,Cassi Lee,Cassi Lee,INFL319,https://www.youtube.com/watch?v=U0V9LjJ_TTs
INFL320,MakeupMeJordyn,MakeupMeJordyn,INFL320,https://www.youtube.com/watch?v=AMRRQoHPE2U
INFL321,Kelsey Simone,Kelsey Simone,INFL321,https://www.youtube.com/watch?v=lVUrcSNLLlE
INFL322,Isabella Soares,Isabella Soares,INFL322,https://youtu.be/7C_3_ivW06s
INFL107,Leyla Rose,Leyla Rose,INFL107,https://www.youtube.com/watch?v=So2ygMIhVws
INFL002,Lauren Curtis,Lauren Curtis,INFL002,https://www.youtube.com/watch?v=PndU69--OsQ
INFL002,Lauren Curtis,Lauren Curtis,INFL002,https://www.youtube.com/watch?v=X72qURBCNq8
INFL102,NikkieTutorials,NikkieTutorials,INFL102,https://www.youtube.com/watch?v=eUnRtjHMfyE
INFL327,Karolina Kay,Karolina Kay,INFL327,https://www.youtube.com/watch?v=8hBFqflpQwQ
INFL328,Swealife,Swealife,INFL328,https://www.youtube.com/watch?v=Yu3oG0kA_DE
INFL329,Harmony Nice,Harmony Nice,INFL329,https://www.youtube.com/watch?v=9HxEKwnHhSw
INFL330,ItsMandarin,ItsMandarin,INFL330,https://www.youtube.com/watch?v=cEs6vs5PQEk
INFL002,Lauren Curtis,Lauren Curtis,INFL002,https://www.youtube.com/watch?v=Plp0btYBnzE
INFL332,FreeBornNoble,FreeBornNoble,INFL332,https://www.youtube.com/watch?v=KTffqnr2reM
INFL003,ThaTaylaa,ThaTaylaa,INFL003,https://www.youtube.com/watch?v=OpEuvkP4_tw
INFL334,LustreLux,LustreLux,INFL334,https://www.youtube.com/watch?v=8ZJ0aeT8vQk
INFL335,Chelsie Worthy,Chelsie Worthy,INFL335,https://www.youtube.com/watch?v=2yxrljkKk4Q
INFL001,Bailey Van Der Veen,Bailey Van Der Veen,INFL001,https://www.youtube.com/watch?v=Jb0s2gvtImU
INFL337,Ally Butler,Ally Butler,INFL337,https://www.youtube.com/watch?v=JrsidHaCKVc
INFL338,Megan Dixon,Megan Dixon,INFL338,https://www.youtube.com/watch?v=hjT6b9bRHzA
INFL338,Megan Dixon,Megan Dixon,INFL338,https://www.youtube.com/watch?v=upmlMANw318
INFL340,Megan Dixon ,Megan Dixon ,INFL340,https://www.youtube.com/watch?v=cKSSlFpbgIo
INFL341,Raven Bird MUA,Raven Bird MUA,INFL341,https://www.youtube.com/watch?v=4CV3nMz_SFg
INFL342,Eman,Eman,INFL342,https://www.youtube.com/watch?v=GenDbKYuJtQ
INFL343,RajiOsahn,RajiOsahn,INFL343,https://www.youtube.com/watch?v=-giTRxYzpco
INFL338,Megan Dixon,Megan Dixon,INFL338,https://www.youtube.com/watch?v=n7tQMiLHqOM
INFL345,Mihlali N,Mihlali N,INFL345,https://www.youtube.com/watch?v=K2NY_qH0M5Q
INFL346,Fenty Beauty,Fenty Beauty,INFL346,https://www.youtube.com/watch?v=hV-_KAfdnRQ
INFL022,MakeupTiffanyJ,MakeupTiffanyJ,INFL022,https://www.youtube.com/watch?v=72tZoQiqnY8
INFL348,TinyTaj,TinyTaj,INFL348,https://www.youtube.com/watch?v=LKihe9Ut49k
INFL349,Evelina Forsell,Evelina Forsell,INFL349,https://www.youtube.com/watch?v=snBKz1xKwsw
INFL350,Nikkie Tutorials ,Nikkie Tutorials ,INFL350,https://www.youtube.com/watch?v=7dPgHTemlqU
INFL125,SonjdraDeluxe,SonjdraDeluxe,INFL125,https://www.youtube.com/watch?v=oRKHWcuZrh0
INFL352,Kathleen Lights ,Kathleen Lights ,INFL352,https://www.youtube.com/watch?v=WA09F8TaKVc
INFL084,Alissa Ashley,Alissa Ashley,INFL084,https://www.youtube.com/watch?v=nQIys0ZMdqw
INFL309,JackyOhhh,JackyOhhh,INFL309,https://www.youtube.com/watch?v=85KWsRlpZ0U
INFL242,Shaaanxo,Shaaanxo,INFL242,https://www.youtube.com/watch?v=7Xp5c2_NNTQ
INFL244,My Pale Skin ,My Pale Skin ,INFL244,https://www.youtube.com/watch?v=zGnsDbiGBak
INFL357,ByJeannine,ByJeannine,INFL357,https://www.youtube.com/watch?v=l2Kymzp7XpQ
INFL358,Nura Afia,Nura Afia,INFL358,https://www.youtube.com/watch?v=RRfcweSuIgk
INFL359,sara k,sara k,INFL359,https://www.youtube.com/watch?v=4iJpy5YLC4I
INFL360,Myra Chaudhary,Myra Chaudhary,INFL360,https://www.youtube.com/watch?v=e-T_0n9y9Lc
INFL138,ShannyStephens,ShannyStephens,INFL138,https://www.youtube.com/watch?v=d_meplbuoUs
INFL307,Briana Marie,Briana Marie,INFL307,https://www.youtube.com/watch?v=rcIaw3TAHgM
INFL363,TymeTheInfamous,TymeTheInfamous,INFL363,https://www.youtube.com/watch?v=90Txk1FdivU
INFL364,AshleyDevonna,AshleyDevonna,INFL364,https://www.youtube.com/watch?v=ueVEey9OHqU
INFL365,Lindley Edwards,Lindley Edwards,INFL365,https://www.youtube.com/watch?v=UvK1m98pmfU
INFL366,BeautyByBB_,BeautyByBB_,INFL366,https://www.youtube.com/watch?v=rzP1Tuda-U0
INFL367,MsPreciousMarie,MsPreciousMarie,INFL367,https://www.youtube.com/watch?v=oOkw_LZZfkg
